SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_ID,Date,SEIH_YSI_METER_ID,PARAMETER_NAME,PCODE,RESULT,unit,QLFR_NOTE,VALIDATOR_QUAL,VALIDATOR_QUAL_REASON,VALIDATION_DATE
19965,09-RAQU_T27-0.1_20090805,09-RAQU_T27-0.1,8/5/2009,,DISSOLVED_OXYGEN,U00300,1.8,mg/L,,,,
19966,09-RAQU_T27-0.1_20090805,09-RAQU_T27-0.1,8/5/2009,,PH,U00400,6.9,std units,,,,
19967,09-RAQU_T27-0.1_20090805,09-RAQU_T27-0.1,8/5/2009,,PCT_SATURATION,U00301,20,%,,,,
19968,09-RAQU_T69-0.7_20090806,09-RAQU_T69-0.7,8/6/2009,,TEMPERATURE,U00010,18,deg C,,,,
19969,09-RAQU_T69-0.7_20090806,09-RAQU_T69-0.7,8/6/2009,,CONDUCTANCE,U00094,26,uS/cm,,,,
19970,09-RAQU_T69-0.7_20090806,09-RAQU_T69-0.7,8/6/2009,,DISSOLVED_OXYGEN,U00300,8.5,mg/L,,,,
19971,09-RAQU_T69-0.7_20090806,09-RAQU_T69-0.7,8/6/2009,,PH,U00400,6,std units,,,,
19972,09-RAQU_T69-0.7_20090806,09-RAQU_T69-0.7,8/6/2009,,PCT_SATURATION,U00301,89,%,,,,
19973,09-REGI-0.1_19830622,09-REGI-0.1,6/22/1983,,TEMPERATURE,U00010,22,deg C,,,,
19974,09-REGI-0.1_19830622,09-REGI-0.1,6/22/1983,,CONDUCTANCE,U00094,125,uS/cm,,,,
19975,09-REGI-0.1_19830622,09-REGI-0.1,6/22/1983,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
19976,09-REGI-0.1_19830622,09-REGI-0.1,6/22/1983,,PH,U00400,8.2,std units,,,,
19977,09-REGI-0.1_19830727,09-REGI-0.1,7/27/1983,,TEMPERATURE,U00010,26,deg C,,,,
19978,09-REGI-0.1_19830727,09-REGI-0.1,7/27/1983,,CONDUCTANCE,U00094,130,uS/cm,,,,
19979,09-REGI-0.1_19830727,09-REGI-0.1,7/27/1983,,DISSOLVED_OXYGEN,U00300,7.4,mg/L,,,,
19980,09-REGI-0.1_19830830,09-REGI-0.1,8/30/1983,,TEMPERATURE,U00010,26,deg C,,,,
19981,09-REGI-0.1_19830830,09-REGI-0.1,8/30/1983,,CONDUCTANCE,U00094,105,uS/cm,,,,
19982,09-REGI-0.1_19830830,09-REGI-0.1,8/30/1983,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
19983,09-REGI-0.1_19831006,09-REGI-0.1,10/6/1983,,TEMPERATURE,U00010,14,deg C,,,,
19984,09-REGI-0.1_19831006,09-REGI-0.1,10/6/1983,,CONDUCTANCE,U00094,80,uS/cm,,,,
19985,09-REGI-0.1_19831006,09-REGI-0.1,10/6/1983,,DISSOLVED_OXYGEN,U00300,9.2,mg/L,,,,
19986,09-REGI-2.3_20160602,09-REGI-2.3,6/2/2016,,TEMPERATURE,U00010,21,deg C,,,,
19987,09-REGI-2.3_20160602,09-REGI-2.3,6/2/2016,,CONDUCTANCE,U00094,69.2,uS/cm,,,,
19988,09-REGI-2.3_20160602,09-REGI-2.3,6/2/2016,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
19989,09-REGI-2.3_20160602,09-REGI-2.3,6/2/2016,,PH,U00400,7.44,std units,,,,
19990,09-REGI-2.3_20160602,09-REGI-2.3,6/2/2016,,PCT_SATURATION,U00301,90,%,,,,
19991,09-REGI-2.3_20160602,09-REGI-2.3,6/2/2016,,SALINITY,U00480,0.03,ppt,,,,
19992,09-REGI-2.3_20160810,09-REGI-2.3,8/10/2016,,TEMPERATURE,U00010,27.6,deg C,,,,
19993,09-REGI-2.3_20160810,09-REGI-2.3,8/10/2016,,CONDUCTANCE,U00094,121,uS/cm,,,,
19994,09-REGI-2.3_20160810,09-REGI-2.3,8/10/2016,,DISSOLVED_OXYGEN,U00300,9.8,mg/L,,,,
19995,09-REGI-2.3_20160810,09-REGI-2.3,8/10/2016,,PH,U00400,8.4,std units,,,,
19996,09-REGI-2.3_20160810,09-REGI-2.3,8/10/2016,,PCT_SATURATION,U00301,124,%,,,,
19997,09-REGI-2.3_20160810,09-REGI-2.3,8/10/2016,,SALINITY,U00480,0.1,ppt,,,,
19998,09-REGI-2.3_20160915,09-REGI-2.3,9/15/2016,,TEMPERATURE,U00010,18.7,deg C,,,,
19999,09-REGI-2.3_20160915,09-REGI-2.3,9/15/2016,,CONDUCTANCE,U00094,125,uS/cm,,,,
20000,09-REGI-2.3_20160915,09-REGI-2.3,9/15/2016,,DISSOLVED_OXYGEN,U00300,11.4,mg/L,,,,
20001,09-REGI-2.3_20160915,09-REGI-2.3,9/15/2016,,PH,U00400,7,std units,,,,
20002,09-REGI-2.3_20160915,09-REGI-2.3,9/15/2016,,PCT_SATURATION,U00301,122,%,,,,
20003,09-REGI-2.3_20170712,09-REGI-2.3,7/12/2017,,TEMPERATURE,U00010,22.1,deg C,,,,
20004,09-REGI-2.3_20170712,09-REGI-2.3,7/12/2017,,CONDUCTANCE,U00094,97.9,uS/cm,,,,
20005,09-REGI-2.3_20170712,09-REGI-2.3,7/12/2017,,DISSOLVED_OXYGEN,U00300,8.1,mg/L,,,,
20006,09-REGI-2.3_20170712,09-REGI-2.3,7/12/2017,,PH,U00400,7.28,std units,,,,
20007,09-REGI-2.3_20170712,09-REGI-2.3,7/12/2017,,PCT_SATURATION,U00301,92,%,,,,
20008,09-REGI-2.3_20170816,09-REGI-2.3,8/16/2017,,TEMPERATURE,U00010,23.9,deg C,,,,
20009,09-REGI-2.3_20170816,09-REGI-2.3,8/16/2017,,CONDUCTANCE,U00094,90.3,uS/cm,,,,
20010,09-REGI-2.3_20170816,09-REGI-2.3,8/16/2017,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
20011,09-REGI-2.3_20170816,09-REGI-2.3,8/16/2017,,PH,U00400,7.54,std units,,,,
20012,09-REGI-2.3_20170816,09-REGI-2.3,8/16/2017,,PCT_SATURATION,U00301,95,%,,,,
20013,09-REGI-2.3_20170816,09-REGI-2.3,8/16/2017,,SALINITY,U00480,0.04,ppt,,,,
20014,09-REGI-2.3_20180724,09-REGI-2.3,7/24/2018,,TEMPERATURE,U00010,26.9,deg C,,,,
20015,09-REGI-2.3_20180724,09-REGI-2.3,7/24/2018,,CONDUCTANCE,U00094,113,uS/cm,,,,
20016,09-REGI-2.3_20180724,09-REGI-2.3,7/24/2018,,DISSOLVED_OXYGEN,U00300,7.96,mg/L,,,,
20017,09-REGI-2.3_20180724,09-REGI-2.3,7/24/2018,,PH,U00400,7.59,std units,,,,
20018,09-REGI-2.3_20180724,09-REGI-2.3,7/24/2018,,PCT_SATURATION,U00301,98.1,%,,,,
20019,09-REGI-2.3_20180724,09-REGI-2.3,7/24/2018,,SALINITY,U00480,0.05,ppt,,,,
20020,09-REGI-2.3_20180830,09-REGI-2.3,8/30/2018,,TEMPERATURE,U00010,24.5,deg C,,,,
20021,09-REGI-2.3_20180830,09-REGI-2.3,8/30/2018,,CONDUCTANCE,U00094,118,uS/cm,,,,
20022,09-REGI-2.3_20180830,09-REGI-2.3,8/30/2018,,DISSOLVED_OXYGEN,U00300,8.11,mg/L,,,,
20023,09-REGI-2.3_20180830,09-REGI-2.3,8/30/2018,,PH,U00400,7.88,std units,,,,
20024,09-REGI-2.3_20180830,09-REGI-2.3,8/30/2018,,PCT_SATURATION,U00301,95.3,%,,,,
20025,09-REGI-2.3_20180830,09-REGI-2.3,8/30/2018,,SALINITY,U00480,0.05,ppt,,,,
20026,09-REGI-2.3_20190703,09-REGI-2.3,7/3/2019,,TEMPERATURE,U00010,24.6,deg C,,,,
20027,09-REGI-2.3_20190703,09-REGI-2.3,7/3/2019,,CONDUCTANCE,U00094,81.1,uS/cm,,,,
20028,09-REGI-2.3_20190703,09-REGI-2.3,7/3/2019,,DISSOLVED_OXYGEN,U00300,8.3,mg/L,,,,
20029,09-REGI-2.3_20190703,09-REGI-2.3,7/3/2019,,PH,U00400,7.7,std units,,,,
20030,09-REGI-2.3_20190703,09-REGI-2.3,7/3/2019,,PCT_SATURATION,U00301,101,%,,,,
20031,09-REGI-2.3_20190703,09-REGI-2.3,7/3/2019,,SALINITY,U00480,0.04,ppt,,,,
20032,09-REGI-2.3_20190814,09-REGI-2.3,8/14/2019,,TEMPERATURE,U00010,23.1,deg C,,,,
20033,09-REGI-2.3_20190814,09-REGI-2.3,8/14/2019,,CONDUCTANCE,U00094,122,uS/cm,,,,
20034,09-REGI-2.3_20190814,09-REGI-2.3,8/14/2019,,DISSOLVED_OXYGEN,U00300,7.6,mg/L,,,,
20035,09-REGI-2.3_20190814,09-REGI-2.3,8/14/2019,,PH,U00400,8.07,std units,,,,
20036,09-REGI-2.3_20190814,09-REGI-2.3,8/14/2019,,PCT_SATURATION,U00301,93,%,,,,
20037,09-REGI-2.3_20190814,09-REGI-2.3,8/14/2019,,SALINITY,U00480,0.06,ppt,,,,
20038,09-REGI-2.7_20090916,09-REGI-2.7,9/16/2009,,TEMPERATURE,U00010,18.3,deg C,,,,
20039,09-REGI-2.7_20090916,09-REGI-2.7,9/16/2009,,CONDUCTANCE,U00094,327,uS/cm,,,,
20040,09-REGI-2.7_20090916,09-REGI-2.7,9/16/2009,,DISSOLVED_OXYGEN,U00300,9.35,mg/L,,,,
20041,09-REGI-2.7_20090916,09-REGI-2.7,9/16/2009,,PH,U00400,7.73,std units,,,,
20042,09-REGI-2.7_20090916,09-REGI-2.7,9/16/2009,,PCT_SATURATION,U00301,99.4,%,,,,
20043,09-REGI-2.7_20090916,09-REGI-2.7,9/16/2009,,SALINITY,U00480,0.16,ppt,,,,
20044,09-REGI-2.7_20160602,09-REGI-2.7,6/2/2016,,TEMPERATURE,U00010,21,deg C,,,,
20045,09-REGI-2.7_20160602,09-REGI-2.7,6/2/2016,,CONDUCTANCE,U00094,69.4,uS/cm,,,,
20046,09-REGI-2.7_20160602,09-REGI-2.7,6/2/2016,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
20047,09-REGI-2.7_20160602,09-REGI-2.7,6/2/2016,,PH,U00400,7.45,std units,,,,
20048,09-REGI-2.7_20160602,09-REGI-2.7,6/2/2016,,PCT_SATURATION,U00301,89,%,,,,
20049,09-REGI-2.7_20160602,09-REGI-2.7,6/2/2016,,SALINITY,U00480,0.03,ppt,,,,
20050,09-REGI-2.7_20160810,09-REGI-2.7,8/10/2016,,TEMPERATURE,U00010,27.6,deg C,,,,
20051,09-REGI-2.7_20160810,09-REGI-2.7,8/10/2016,,CONDUCTANCE,U00094,121,uS/cm,,,,
20052,09-REGI-2.7_20160810,09-REGI-2.7,8/10/2016,,DISSOLVED_OXYGEN,U00300,9.9,mg/L,,,,
20053,09-REGI-2.7_20160810,09-REGI-2.7,8/10/2016,,PH,U00400,8.5,std units,,,,
20054,09-REGI-2.7_20160810,09-REGI-2.7,8/10/2016,,PCT_SATURATION,U00301,125,%,,,,
20055,09-REGI-2.7_20160810,09-REGI-2.7,8/10/2016,,SALINITY,U00480,0.1,ppt,,,,
20056,09-REGI-2.7_20160915,09-REGI-2.7,9/15/2016,,TEMPERATURE,U00010,19.3,deg C,,,,
20057,09-REGI-2.7_20160915,09-REGI-2.7,9/15/2016,,CONDUCTANCE,U00094,124,uS/cm,,,,
20058,09-REGI-2.7_20160915,09-REGI-2.7,9/15/2016,,DISSOLVED_OXYGEN,U00300,12,mg/L,,,,
20059,09-REGI-2.7_20160915,09-REGI-2.7,9/15/2016,,PH,U00400,7.8,std units,,,,
20060,09-REGI-2.7_20160915,09-REGI-2.7,9/15/2016,,PCT_SATURATION,U00301,131,%,,,,
20061,09-REGI-2.7_20170712,09-REGI-2.7,7/12/2017,,TEMPERATURE,U00010,22.2,deg C,,,,
20062,09-REGI-2.7_20170712,09-REGI-2.7,7/12/2017,,CONDUCTANCE,U00094,94.4,uS/cm,,,,
20063,09-REGI-2.7_20170712,09-REGI-2.7,7/12/2017,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
20064,09-REGI-2.7_20170712,09-REGI-2.7,7/12/2017,,PH,U00400,7.34,std units,,,,
20065,09-REGI-2.7_20170712,09-REGI-2.7,7/12/2017,,PCT_SATURATION,U00301,89,%,,,,
20066,09-REGI-2.7_20170816,09-REGI-2.7,8/16/2017,,TEMPERATURE,U00010,24,deg C,,,,
20067,09-REGI-2.7_20170816,09-REGI-2.7,8/16/2017,,CONDUCTANCE,U00094,86.1,uS/cm,,,,
20068,09-REGI-2.7_20170816,09-REGI-2.7,8/16/2017,,DISSOLVED_OXYGEN,U00300,8.3,mg/L,,,,
20069,09-REGI-2.7_20170816,09-REGI-2.7,8/16/2017,,PH,U00400,7.48,std units,,,,
20070,09-REGI-2.7_20170816,09-REGI-2.7,8/16/2017,,PCT_SATURATION,U00301,98,%,,,,
20071,09-REGI-2.7_20170816,09-REGI-2.7,8/16/2017,,SALINITY,U00480,0.04,ppt,,,,
20072,09-REGI-2.7_20180724,09-REGI-2.7,7/24/2018,,TEMPERATURE,U00010,26.7,deg C,,,,
20073,09-REGI-2.7_20180724,09-REGI-2.7,7/24/2018,,CONDUCTANCE,U00094,110,uS/cm,,,,
20074,09-REGI-2.7_20180724,09-REGI-2.7,7/24/2018,,DISSOLVED_OXYGEN,U00300,7.78,mg/L,,,,
20075,09-REGI-2.7_20180724,09-REGI-2.7,7/24/2018,,PH,U00400,8.1,std units,,,,
20076,09-REGI-2.7_20180724,09-REGI-2.7,7/24/2018,,PCT_SATURATION,U00301,97.3,%,,,,
20077,09-REGI-2.7_20180724,09-REGI-2.7,7/24/2018,,SALINITY,U00480,0.05,ppt,,,,
20078,09-REGI-2.7_20180830,09-REGI-2.7,8/30/2018,,TEMPERATURE,U00010,24.3,deg C,,,,
20079,09-REGI-2.7_20180830,09-REGI-2.7,8/30/2018,,CONDUCTANCE,U00094,116.3,uS/cm,,,,
20080,09-REGI-2.7_20180830,09-REGI-2.7,8/30/2018,,DISSOLVED_OXYGEN,U00300,7.74,mg/L,,,,
20081,09-REGI-2.7_20180830,09-REGI-2.7,8/30/2018,,PH,U00400,8.22,std units,,,,
20082,09-REGI-2.7_20180830,09-REGI-2.7,8/30/2018,,PCT_SATURATION,U00301,91.2,%,,,,
20083,09-REGI-2.7_20180830,09-REGI-2.7,8/30/2018,,SALINITY,U00480,0.05,ppt,,,,
20084,09-REGI-2.7_20190703,09-REGI-2.7,7/3/2019,,TEMPERATURE,U00010,24.5,deg C,,,,
20085,09-REGI-2.7_20190703,09-REGI-2.7,7/3/2019,,CONDUCTANCE,U00094,85,uS/cm,,,,
20086,09-REGI-2.7_20190703,09-REGI-2.7,7/3/2019,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
20087,09-REGI-2.7_20190703,09-REGI-2.7,7/3/2019,,PH,U00400,7.75,std units,,,,
20088,09-REGI-2.7_20190703,09-REGI-2.7,7/3/2019,,PCT_SATURATION,U00301,95,%,,,,
20089,09-REGI-2.7_20190703,09-REGI-2.7,7/3/2019,,SALINITY,U00480,0.04,ppt,,,,
20090,09-REGI-2.7_20190814,09-REGI-2.7,8/14/2019,,TEMPERATURE,U00010,24.4,deg C,,,,
20091,09-REGI-2.7_20190814,09-REGI-2.7,8/14/2019,,CONDUCTANCE,U00094,121,uS/cm,,,,
20092,09-REGI-2.7_20190814,09-REGI-2.7,8/14/2019,,DISSOLVED_OXYGEN,U00300,8.74,mg/L,,,,
20093,09-REGI-2.7_20190814,09-REGI-2.7,8/14/2019,,PH,U00400,8.69,std units,,,,
20094,09-REGI-2.7_20190814,09-REGI-2.7,8/14/2019,,PCT_SATURATION,U00301,106,%,,,,
20095,09-REGI-2.7_20190814,09-REGI-2.7,8/14/2019,,SALINITY,U00480,0.06,ppt,,,,
20096,09-REGI-2.8_20160602,09-REGI-2.8,6/2/2016,,TEMPERATURE,U00010,20.9,deg C,,,,
20097,09-REGI-2.8_20160602,09-REGI-2.8,6/2/2016,,CONDUCTANCE,U00094,68.6,uS/cm,,,,
20098,09-REGI-2.8_20160602,09-REGI-2.8,6/2/2016,,DISSOLVED_OXYGEN,U00300,7.4,mg/L,,,,
20099,09-REGI-2.8_20160602,09-REGI-2.8,6/2/2016,,PH,U00400,7.4,std units,,,,
20100,09-REGI-2.8_20160602,09-REGI-2.8,6/2/2016,,PCT_SATURATION,U00301,84,%,,,,
20101,09-REGI-2.8_20160602,09-REGI-2.8,6/2/2016,,SALINITY,U00480,0.03,ppt,,,,
20102,09-REGI-2.8_20160810,09-REGI-2.8,8/10/2016,,TEMPERATURE,U00010,27.6,deg C,,,,
20103,09-REGI-2.8_20160810,09-REGI-2.8,8/10/2016,,CONDUCTANCE,U00094,120,uS/cm,,,,
20104,09-REGI-2.8_20160810,09-REGI-2.8,8/10/2016,,DISSOLVED_OXYGEN,U00300,10.5,mg/L,,,,
20105,09-REGI-2.8_20160810,09-REGI-2.8,8/10/2016,,PH,U00400,8.5,std units,,,,
20106,09-REGI-2.8_20160810,09-REGI-2.8,8/10/2016,,PCT_SATURATION,U00301,133,%,,,,
20107,09-REGI-2.8_20160810,09-REGI-2.8,8/10/2016,,SALINITY,U00480,0.1,ppt,,,,
20108,09-REGI-2.8_20160915,09-REGI-2.8,9/15/2016,,TEMPERATURE,U00010,20,deg C,,,,
20109,09-REGI-2.8_20160915,09-REGI-2.8,9/15/2016,,CONDUCTANCE,U00094,124,uS/cm,,,,
20110,09-REGI-2.8_20160915,09-REGI-2.8,9/15/2016,,DISSOLVED_OXYGEN,U00300,12.1,mg/L,,,,
20111,09-REGI-2.8_20160915,09-REGI-2.8,9/15/2016,,PH,U00400,7.05,std units,,,,
20112,09-REGI-2.8_20160915,09-REGI-2.8,9/15/2016,,PCT_SATURATION,U00301,133,%,,,,
20113,09-REGI-2.8_20170712,09-REGI-2.8,7/12/2017,,TEMPERATURE,U00010,22.5,deg C,,,,
20114,09-REGI-2.8_20170712,09-REGI-2.8,7/12/2017,,CONDUCTANCE,U00094,86.7,uS/cm,,,,
20115,09-REGI-2.8_20170712,09-REGI-2.8,7/12/2017,,DISSOLVED_OXYGEN,U00300,8.2,mg/L,,,,
20116,09-REGI-2.8_20170712,09-REGI-2.8,7/12/2017,,PH,U00400,7.57,std units,,,,
20117,09-REGI-2.8_20170712,09-REGI-2.8,7/12/2017,,PCT_SATURATION,U00301,95,%,,,,
20118,09-REGI-2.8_20170816,09-REGI-2.8,8/16/2017,,TEMPERATURE,U00010,25.6,deg C,,,,
20119,09-REGI-2.8_20170816,09-REGI-2.8,8/16/2017,,CONDUCTANCE,U00094,86.6,uS/cm,,,,
20120,09-REGI-2.8_20170816,09-REGI-2.8,8/16/2017,,DISSOLVED_OXYGEN,U00300,9.1,mg/L,,,,
20121,09-REGI-2.8_20170816,09-REGI-2.8,8/16/2017,,PH,U00400,7.8,std units,,,,
20122,09-REGI-2.8_20170816,09-REGI-2.8,8/16/2017,,PCT_SATURATION,U00301,111,%,,,,
20123,09-REGI-2.8_20170816,09-REGI-2.8,8/16/2017,,SALINITY,U00480,0.04,ppt,,,,
20124,09-REGI-2.8_20180724,09-REGI-2.8,7/24/2018,,TEMPERATURE,U00010,26.4,deg C,,,,
20125,09-REGI-2.8_20180724,09-REGI-2.8,7/24/2018,,CONDUCTANCE,U00094,112,uS/cm,,,,
20126,09-REGI-2.8_20180724,09-REGI-2.8,7/24/2018,,DISSOLVED_OXYGEN,U00300,8.15,mg/L,,,,
20127,09-REGI-2.8_20180724,09-REGI-2.8,7/24/2018,,PH,U00400,8.09,std units,,,,
20128,09-REGI-2.8_20180724,09-REGI-2.8,7/24/2018,,PCT_SATURATION,U00301,100.8,%,,,,
20129,09-REGI-2.8_20180724,09-REGI-2.8,7/24/2018,,SALINITY,U00480,0.05,ppt,,,,
20130,09-REGI-2.8_20180830,09-REGI-2.8,8/30/2018,,TEMPERATURE,U00010,24.1,deg C,,,,
20131,09-REGI-2.8_20180830,09-REGI-2.8,8/30/2018,,CONDUCTANCE,U00094,115.9,uS/cm,,,,
20132,09-REGI-2.8_20180830,09-REGI-2.8,8/30/2018,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
20133,09-REGI-2.8_20180830,09-REGI-2.8,8/30/2018,,PH,U00400,7.39,std units,,,,
20134,09-REGI-2.8_20180830,09-REGI-2.8,8/30/2018,,PCT_SATURATION,U00301,91.7,%,,,,
20135,09-REGI-2.8_20180830,09-REGI-2.8,8/30/2018,,SALINITY,U00480,0.05,ppt,,,,
20136,09-REGI-2.8_20190702,09-REGI-2.8,7/2/2019,,TEMPERATURE,U00010,25.8,deg C,,,,
20137,09-REGI-2.8_20190702,09-REGI-2.8,7/2/2019,,CONDUCTANCE,U00094,98.9,uS/cm,,,,
20138,09-REGI-2.8_20190702,09-REGI-2.8,7/2/2019,,DISSOLVED_OXYGEN,U00300,9.3,mg/L,,,,
20139,09-REGI-2.8_20190702,09-REGI-2.8,7/2/2019,,PH,U00400,7.83,std units,,,,
20140,09-REGI-2.8_20190702,09-REGI-2.8,7/2/2019,,PCT_SATURATION,U00301,116,%,,,,
20141,09-REGI-2.8_20190702,09-REGI-2.8,7/2/2019,,SALINITY,U00480,0.05,ppt,,,,
20142,09-REGI-2.8_20190814,09-REGI-2.8,8/14/2019,,TEMPERATURE,U00010,25.5,deg C,,,,
20143,09-REGI-2.8_20190814,09-REGI-2.8,8/14/2019,,CONDUCTANCE,U00094,120,uS/cm,,,,
20144,09-REGI-2.8_20190814,09-REGI-2.8,8/14/2019,,DISSOLVED_OXYGEN,U00300,9.1,mg/L,,,,
20145,09-REGI-2.8_20190814,09-REGI-2.8,8/14/2019,,PH,U00400,8.69,std units,,,,
20146,09-REGI-2.8_20190814,09-REGI-2.8,8/14/2019,,PCT_SATURATION,U00301,111,%,,,,
20147,09-REGI-2.8_20190814,09-REGI-2.8,8/14/2019,,SALINITY,U00480,0.06,ppt,,,,
20148,09-REGI-3.1_20160602,09-REGI-3.1,6/2/2016,,TEMPERATURE,U00010,21.1,deg C,,,,
20149,09-REGI-3.1_20160602,09-REGI-3.1,6/2/2016,,CONDUCTANCE,U00094,79.6,uS/cm,,,,
20150,09-REGI-3.1_20160602,09-REGI-3.1,6/2/2016,,DISSOLVED_OXYGEN,U00300,7.2,mg/L,,,,
20151,09-REGI-3.1_20160602,09-REGI-3.1,6/2/2016,,PH,U00400,7.35,std units,,,,
20152,09-REGI-3.1_20160602,09-REGI-3.1,6/2/2016,,PCT_SATURATION,U00301,81,%,,,,
20153,09-REGI-3.1_20160602,09-REGI-3.1,6/2/2016,,SALINITY,U00480,0.04,ppt,,,,
20154,09-REGI-3.1_20160810,09-REGI-3.1,8/10/2016,,TEMPERATURE,U00010,26.8,deg C,,,,
20155,09-REGI-3.1_20160810,09-REGI-3.1,8/10/2016,,CONDUCTANCE,U00094,124,uS/cm,,,,
20156,09-REGI-3.1_20160810,09-REGI-3.1,8/10/2016,,DISSOLVED_OXYGEN,U00300,10.8,mg/L,,,,
20157,09-REGI-3.1_20160810,09-REGI-3.1,8/10/2016,,PH,U00400,8.4,std units,,,,
20158,09-REGI-3.1_20160810,09-REGI-3.1,8/10/2016,,PCT_SATURATION,U00301,135,%,,,,
20159,09-REGI-3.1_20160810,09-REGI-3.1,8/10/2016,,SALINITY,U00480,0.1,ppt,,,,
20160,09-REGI-3.1_20160915,09-REGI-3.1,9/15/2016,,TEMPERATURE,U00010,19.4,deg C,,,,
20161,09-REGI-3.1_20160915,09-REGI-3.1,9/15/2016,,CONDUCTANCE,U00094,124,uS/cm,,,,
20162,09-REGI-3.1_20160915,09-REGI-3.1,9/15/2016,,DISSOLVED_OXYGEN,U00300,12,mg/L,,,,
20163,09-REGI-3.1_20160915,09-REGI-3.1,9/15/2016,,PH,U00400,7.5,std units,,,,
20164,09-REGI-3.1_20160915,09-REGI-3.1,9/15/2016,,PCT_SATURATION,U00301,130,%,,,,
20165,09-REGI-3.1_20170712,09-REGI-3.1,7/12/2017,,TEMPERATURE,U00010,22.1,deg C,,,,
20166,09-REGI-3.1_20170712,09-REGI-3.1,7/12/2017,,CONDUCTANCE,U00094,128,uS/cm,,,,
20167,09-REGI-3.1_20170712,09-REGI-3.1,7/12/2017,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
20168,09-REGI-3.1_20170712,09-REGI-3.1,7/12/2017,,PH,U00400,7.4,std units,,,,
20169,09-REGI-3.1_20170712,09-REGI-3.1,7/12/2017,,PCT_SATURATION,U00301,89,%,,,,
20170,09-REGI-3.1_20170816,09-REGI-3.1,8/16/2017,,TEMPERATURE,U00010,22.6,deg C,,,,
20171,09-REGI-3.1_20170816,09-REGI-3.1,8/16/2017,,CONDUCTANCE,U00094,101.8,uS/cm,,,,
20172,09-REGI-3.1_20170816,09-REGI-3.1,8/16/2017,,DISSOLVED_OXYGEN,U00300,7.7,mg/L,,,,
20173,09-REGI-3.1_20170816,09-REGI-3.1,8/16/2017,,PH,U00400,7.45,std units,,,,
20174,09-REGI-3.1_20170816,09-REGI-3.1,8/16/2017,,PCT_SATURATION,U00301,90,%,,,,
20175,09-REGI-3.1_20170816,09-REGI-3.1,8/16/2017,,SALINITY,U00480,0.05,ppt,,,,
20176,09-REGI-3.1_20180724,09-REGI-3.1,7/24/2018,,TEMPERATURE,U00010,26.6,deg C,,,,
20177,09-REGI-3.1_20180724,09-REGI-3.1,7/24/2018,,CONDUCTANCE,U00094,115,uS/cm,,,,
20178,09-REGI-3.1_20180724,09-REGI-3.1,7/24/2018,,DISSOLVED_OXYGEN,U00300,8,mg/L,,,,
20179,09-REGI-3.1_20180724,09-REGI-3.1,7/24/2018,,PH,U00400,8.1,std units,,,,
20180,09-REGI-3.1_20180724,09-REGI-3.1,7/24/2018,,PCT_SATURATION,U00301,100,%,,,,
20181,09-REGI-3.1_20180724,09-REGI-3.1,7/24/2018,,SALINITY,U00480,0.05,ppt,,,,
20182,09-REGI-3.1_20180830,09-REGI-3.1,8/30/2018,,TEMPERATURE,U00010,24,deg C,,,,
20183,09-REGI-3.1_20180830,09-REGI-3.1,8/30/2018,,CONDUCTANCE,U00094,117.4,uS/cm,,,,
20184,09-REGI-3.1_20180830,09-REGI-3.1,8/30/2018,,DISSOLVED_OXYGEN,U00300,6.3,mg/L,,,,
20185,09-REGI-3.1_20180830,09-REGI-3.1,8/30/2018,,PH,U00400,7.56,std units,,,,
20186,09-REGI-3.1_20180830,09-REGI-3.1,8/30/2018,,PCT_SATURATION,U00301,74.8,%,,,,
20187,09-REGI-3.1_20180830,09-REGI-3.1,8/30/2018,,SALINITY,U00480,0.5,ppt,,,,
20188,09-REGI-3.1_20190703,09-REGI-3.1,7/3/2019,,TEMPERATURE,U00010,23.4,deg C,,,,
20189,09-REGI-3.1_20190703,09-REGI-3.1,7/3/2019,,CONDUCTANCE,U00094,108.5,uS/cm,,,,
20190,09-REGI-3.1_20190703,09-REGI-3.1,7/3/2019,,DISSOLVED_OXYGEN,U00300,7.8,mg/L,,,,
20191,09-REGI-3.1_20190703,09-REGI-3.1,7/3/2019,,PH,U00400,7.62,std units,,,,
20192,09-REGI-3.1_20190703,09-REGI-3.1,7/3/2019,,PCT_SATURATION,U00301,94,%,,,,
20193,09-REGI-3.1_20190703,09-REGI-3.1,7/3/2019,,SALINITY,U00480,0.05,ppt,,,,
20194,09-REGI-3.1_20190814,09-REGI-3.1,8/14/2019,,TEMPERATURE,U00010,25.6,deg C,,,,
20195,09-REGI-3.1_20190814,09-REGI-3.1,8/14/2019,,CONDUCTANCE,U00094,124.1,uS/cm,,,,
